Date,Home,Away,Game Number,Ballpark
2026-06-03,Toronto Lions,Boston Falcons,53,Toronto Park
2026-06-04,Toronto Lions,Boston Falcons,54,Toronto Park
2026-06-02,Austin Stars,Seattle Storm 2,52,Austin Park
2026-06-03,Austin Stars,Seattle Storm 2,53,Austin Park
2026-06-04,Austin Stars,Seattle Storm 2,54,Austin Park
2026-06-02,Baltimore Pilots,Philadelphia Knights 2,52,Baltimore Park
2026-06-03,Baltimore Pilots,Philadelphia Knights 2,53,Baltimore Park
2026-06-04,Baltimore Pilots,Philadelphia Knights 2,54,Baltimore Park
2026-06-02,Portland Captains,Atlanta Captains 2,52,Portland Park
2026-06-03,Portland Captains,Atlanta Captains 2,53,Portland Park
2026-06-04,Portland Captains,Atlanta Captains 2,54,Portland Park
2026-06-02,St. Louis Owls,San Diego Falcons 2,52,St. Louis Park
2026-06-03,St. Louis Owls,San Diego Falcons 2,53,St. Louis Park
2026-06-04,St. Louis Owls,San Diego Falcons 2,54,St. Louis Park
2026-06-02,Washington Aces 2,Tampa Pilots 2,52,Washington Park
2026-06-03,Washington Aces 2,Tampa Pilots 2,53,Washington Park
2026-06-04,Washington Aces 2,Tampa Pilots 2,54,Washington Park
2026-06-02,San Francisco Owls 2,Cleveland Sharks 2,52,San Francisco Park
2026-06-03,San Francisco Owls 2,Cleveland Sharks 2,53,San Francisco Park
2026-06-04,San Francisco Owls 2,Cleveland Sharks 2,54,San Francisco Park
2026-06-02,New York Hawks 2,Detroit Bears 2,52,New York Park
2026-06-03,New York Hawks 2,Detroit Bears 2,53,New York Park
2026-06-04,New York Hawks 2,Detroit Bears 2,54,New York Park
2026-06-06,Nashville Foxes,Milwaukee Giants,55,Nashville Park
2026-06-07,Nashville Foxes,Milwaukee Giants,56,Nashville Park
2026-06-08,Nashville Foxes,Milwaukee Giants,57,Nashville Park
2026-06-06,Chicago Dragons,Indianapolis Anchors,55,Chicago Park
2026-06-07,Chicago Dragons,Indianapolis Anchors,56,Chicago Park
2026-06-08,Chicago Dragons,Indianapolis Anchors,57,Chicago Park
2026-06-06,Los Angeles Sharks,Houston Knights,55,Los Angeles Park
2026-06-07,Los Angeles Sharks,Houston Knights,56,Los Angeles Park
2026-06-08,Los Angeles Sharks,Houston Knights,57,Los Angeles Park
2026-06-06,Miami Aces,Denver Comets,55,Miami Park
2026-06-07,Miami Aces,Denver Comets,56,Miami Park
2026-06-08,Miami Aces,Denver Comets,57,Miami Park
2026-06-06,Phoenix Hawks,Charlotte Storm,55,Phoenix Park
2026-06-07,Phoenix Hawks,Charlotte Storm,56,Phoenix Park
2026-06-08,Phoenix Hawks,Charlotte Storm,57,Phoenix Park
2026-06-06,Kansas City Wolves,Pittsburgh Bears,55,Kansas City Park
2026-06-07,Kansas City Wolves,Pittsburgh Bears,56,Kansas City Park
2026-06-08,Kansas City Wolves,Pittsburgh Bears,57,Kansas City Park
2026-06-06,Dallas Rockets,Toronto Lions,55,Dallas Park
2026-06-07,Dallas Rockets,Toronto Lions,56,Dallas Park
2026-06-08,Dallas Rockets,Toronto Lions,57,Dallas Park
2026-06-06,Minneapolis Guardians,Austin Stars,55,Minneapolis Park
2026-06-07,Minneapolis Guardians,Austin Stars,56,Minneapolis Park
2026-06-08,Minneapolis Guardians,Austin Stars,57,Minneapolis Park
2026-06-06,Boston Falcons,Baltimore Pilots,55,Boston Park
2026-06-07,Boston Falcons,Baltimore Pilots,56,Boston Park
2026-06-08,Boston Falcons,Baltimore Pilots,57,Boston Park
2026-06-06,Seattle Storm 2,Portland Captains,55,Seattle Park
2026-06-07,Seattle Storm 2,Portland Captains,56,Seattle Park
2026-06-08,Seattle Storm 2,Portland Captains,57,Seattle Park
2026-06-06,Philadelphia Knights 2,St. Louis Owls,55,Philadelphia Park
2026-06-07,Philadelphia Knights 2,St. Louis Owls,56,Philadelphia Park
2026-06-08,Philadelphia Knights 2,St. Louis Owls,57,Philadelphia Park
2026-06-06,Atlanta Captains 2,Washington Aces 2,55,Atlanta Park
2026-06-07,Atlanta Captains 2,Washington Aces 2,56,Atlanta Park
2026-06-08,Atlanta Captains 2,Washington Aces 2,57,Atlanta Park
2026-06-06,San Diego Falcons 2,San Francisco Owls 2,55,San Diego Park
2026-06-07,San Diego Falcons 2,San Francisco Owls 2,56,San Diego Park
2026-06-08,San Diego Falcons 2,San Francisco Owls 2,57,San Diego Park
2026-06-06,Tampa Pilots 2,New York Hawks 2,55,Tampa Park
2026-06-07,Tampa Pilots 2,New York Hawks 2,56,Tampa Park
2026-06-08,Tampa Pilots 2,New York Hawks 2,57,Tampa Park
2026-06-06,Cleveland Sharks 2,Detroit Bears 2,55,Cleveland Park
2026-06-07,Cleveland Sharks 2,Detroit Bears 2,56,Cleveland Park
2026-06-08,Cleveland Sharks 2,Detroit Bears 2,57,Cleveland Park
2026-06-10,Indianapolis Anchors,Nashville Foxes,58,Indianapolis Park
2026-06-11,Indianapolis Anchors,Nashville Foxes,59,Indianapolis Park
2026-06-12,Indianapolis Anchors,Nashville Foxes,60,Indianapolis Park
2026-06-10,Houston Knights,Milwaukee Giants,58,Houston Park
2026-06-11,Houston Knights,Milwaukee Giants,59,Houston Park
2026-06-12,Houston Knights,Milwaukee Giants,60,Houston Park
2026-06-10,Denver Comets,Chicago Dragons,58,Denver Park
2026-06-11,Denver Comets,Chicago Dragons,59,Denver Park
2026-06-12,Denver Comets,Chicago Dragons,60,Denver Park
2026-06-10,Charlotte Storm,Los Angeles Sharks,58,Charlotte Park
2026-06-11,Charlotte Storm,Los Angeles Sharks,59,Charlotte Park
2026-06-12,Charlotte Storm,Los Angeles Sharks,60,Charlotte Park
2026-06-10,Pittsburgh Bears,Miami Aces,58,Pittsburgh Park
2026-06-11,Pittsburgh Bears,Miami Aces,59,Pittsburgh Park
2026-06-12,Pittsburgh Bears,Miami Aces,60,Pittsburgh Park
2026-06-10,Toronto Lions,Phoenix Hawks,58,Toronto Park
2026-06-11,Toronto Lions,Phoenix Hawks,59,Toronto Park
2026-06-12,Toronto Lions,Phoenix Hawks,60,Toronto Park
2026-06-10,Austin Stars,Kansas City Wolves,58,Austin Park
2026-06-11,Austin Stars,Kansas City Wolves,59,Austin Park
2026-06-12,Austin Stars,Kansas City Wolves,60,Austin Park
2026-06-10,Baltimore Pilots,Dallas Rockets,58,Baltimore Park
2026-06-11,Baltimore Pilots,Dallas Rockets,59,Baltimore Park
2026-06-12,Baltimore Pilots,Dallas Rockets,60,Baltimore Park
2026-06-10,Portland Captains,Minneapolis Guardians,58,Portland Park
2026-06-11,Portland Captains,Minneapolis Guardians,59,Portland Park
2026-06-12,Portland Captains,Minneapolis Guardians,60,Portland Park
2026-06-10,St. Louis Owls,Boston Falcons,58,St. Louis Park
2026-06-11,St. Louis Owls,Boston Falcons,59,St. Louis Park
2026-06-12,St. Louis Owls,Boston Falcons,60,St. Louis Park
2026-06-10,Washington Aces 2,Seattle Storm 2,58,Washington Park
2026-06-11,Washington Aces 2,Seattle Storm 2,59,Washington Park
2026-06-12,Washington Aces 2,Seattle Storm 2,60,Washington Park
2026-06-10,San Francisco Owls 2,Philadelphia Knights 2,58,San Francisco Park
2026-06-11,San Francisco Owls 2,Philadelphia Knights 2,59,San Francisco Park
2026-06-12,San Francisco Owls 2,Philadelphia Knights 2,60,San Francisco Park
2026-06-10,New York Hawks 2,Atlanta Captains 2,58,New York Park
2026-06-11,New York Hawks 2,Atlanta Captains 2,59,New York Park
2026-06-12,New York Hawks 2,Atlanta Captains 2,60,New York Park
2026-06-10,Detroit Bears 2,San Diego Falcons 2,58,Detroit Park
2026-06-11,Detroit Bears 2,San Diego Falcons 2,59,Detroit Park
2026-06-12,Detroit Bears 2,San Diego Falcons 2,60,Detroit Park
2026-06-10,Cleveland Sharks 2,Tampa Pilots 2,58,Cleveland Park
2026-06-11,Cleveland Sharks 2,Tampa Pilots 2,59,Cleveland Park
2026-06-12,Cleveland Sharks 2,Tampa Pilots 2,60,Cleveland Park
2026-06-14,Nashville Foxes,Houston Knights,61,Nashville Park
2026-06-15,Nashville Foxes,Houston Knights,62,Nashville Park
2026-06-16,Nashville Foxes,Houston Knights,63,Nashville Park
2026-06-14,Indianapolis Anchors,Denver Comets,61,Indianapolis Park
2026-06-15,Indianapolis Anchors,Denver Comets,62,Indianapolis Park
2026-06-16,Indianapolis Anchors,Denver Comets,63,Indianapolis Park
2026-06-14,Milwaukee Giants,Charlotte Storm,61,Milwaukee Park
2026-06-15,Milwaukee Giants,Charlotte Storm,62,Milwaukee Park
2026-06-16,Milwaukee Giants,Charlotte Storm,63,Milwaukee Park
2026-06-14,Chicago Dragons,Pittsburgh Bears,61,Chicago Park
2026-06-15,Chicago Dragons,Pittsburgh Bears,62,Chicago Park
2026-06-16,Chicago Dragons,Pittsburgh Bears,63,Chicago Park
2026-06-14,Los Angeles Sharks,Toronto Lions,61,Los Angeles Park
2026-06-15,Los Angeles Sharks,Toronto Lions,62,Los Angeles Park
2026-06-16,Los Angeles Sharks,Toronto Lions,63,Los Angeles Park
2026-06-14,Miami Aces,Austin Stars,61,Miami Park
2026-06-15,Miami Aces,Austin Stars,62,Miami Park
2026-06-16,Miami Aces,Austin Stars,63,Miami Park
2026-06-14,Phoenix Hawks,Baltimore Pilots,61,Phoenix Park
2026-06-15,Phoenix Hawks,Baltimore Pilots,62,Phoenix Park
2026-06-16,Phoenix Hawks,Baltimore Pilots,63,Phoenix Park
2026-06-14,Kansas City Wolves,Portland Captains,61,Kansas City Park
2026-06-15,Kansas City Wolves,Portland Captains,62,Kansas City Park
2026-06-16,Kansas City Wolves,Portland Captains,63,Kansas City Park
2026-06-14,Dallas Rockets,St. Louis Owls,61,Dallas Park
2026-06-15,Dallas Rockets,St. Louis Owls,62,Dallas Park
2026-06-16,Dallas Rockets,St. Louis Owls,63,Dallas Park
2026-06-14,Minneapolis Guardians,Washington Aces 2,61,Minneapolis Park
2026-06-15,Minneapolis Guardians,Washington Aces 2,62,Minneapolis Park
2026-06-16,Minneapolis Guardians,Washington Aces 2,63,Minneapolis Park
2026-06-14,Boston Falcons,San Francisco Owls 2,61,Boston Park
2026-06-15,Boston Falcons,San Francisco Owls 2,62,Boston Park
2026-06-16,Boston Falcons,San Francisco Owls 2,63,Boston Park
2026-06-14,Seattle Storm 2,New York Hawks 2,61,Seattle Park
2026-06-15,Seattle Storm 2,New York Hawks 2,62,Seattle Park
2026-06-16,Seattle Storm 2,New York Hawks 2,63,Seattle Park
2026-06-14,Philadelphia Knights 2,Detroit Bears 2,61,Philadelphia Park
2026-06-15,Philadelphia Knights 2,Detroit Bears 2,62,Philadelphia Park
2026-06-16,Philadelphia Knights 2,Detroit Bears 2,63,Philadelphia Park
2026-06-14,Atlanta Captains 2,Cleveland Sharks 2,61,Atlanta Park
2026-06-15,Atlanta Captains 2,Cleveland Sharks 2,62,Atlanta Park
2026-06-16,Atlanta Captains 2,Cleveland Sharks 2,63,Atlanta Park
2026-06-14,San Diego Falcons 2,Tampa Pilots 2,61,San Diego Park
2026-06-15,San Diego Falcons 2,Tampa Pilots 2,62,San Diego Park
2026-06-16,San Diego Falcons 2,Tampa Pilots 2,63,San Diego Park
2026-06-18,Denver Comets,Nashville Foxes,64,Denver Park
2026-06-19,Denver Comets,Nashville Foxes,65,Denver Park
2026-06-20,Denver Comets,Nashville Foxes,66,Denver Park
2026-06-18,Charlotte Storm,Houston Knights,64,Charlotte Park
2026-06-19,Charlotte Storm,Houston Knights,65,Charlotte Park
2026-06-20,Charlotte Storm,Houston Knights,66,Charlotte Park
2026-06-18,Pittsburgh Bears,Indianapolis Anchors,64,Pittsburgh Park
2026-06-19,Pittsburgh Bears,Indianapolis Anchors,65,Pittsburgh Park
2026-06-20,Pittsburgh Bears,Indianapolis Anchors,66,Pittsburgh Park
2026-06-18,Toronto Lions,Milwaukee Giants,64,Toronto Park
2026-06-19,Toronto Lions,Milwaukee Giants,65,Toronto Park
2026-06-20,Toronto Lions,Milwaukee Giants,66,Toronto Park
2026-06-18,Austin Stars,Chicago Dragons,64,Austin Park
2026-06-19,Austin Stars,Chicago Dragons,65,Austin Park
2026-06-20,Austin Stars,Chicago Dragons,66,Austin Park
2026-06-18,Baltimore Pilots,Los Angeles Sharks,64,Baltimore Park
2026-06-19,Baltimore Pilots,Los Angeles Sharks,65,Baltimore Park
2026-06-20,Baltimore Pilots,Los Angeles Sharks,66,Baltimore Park
2026-06-18,Portland Captains,Miami Aces,64,Portland Park
2026-06-19,Portland Captains,Miami Aces,65,Portland Park
2026-06-20,Portland Captains,Miami Aces,66,Portland Park
2026-06-18,St. Louis Owls,Phoenix Hawks,64,St. Louis Park
2026-06-19,St. Louis Owls,Phoenix Hawks,65,St. Louis Park
2026-06-20,St. Louis Owls,Phoenix Hawks,66,St. Louis Park
2026-06-18,Washington Aces 2,Kansas City Wolves,64,Washington Park
2026-06-19,Washington Aces 2,Kansas City Wolves,65,Washington Park
2026-06-20,Washington Aces 2,Kansas City Wolves,66,Washington Park
2026-06-18,San Francisco Owls 2,Dallas Rockets,64,San Francisco Park
2026-06-19,San Francisco Owls 2,Dallas Rockets,65,San Francisco Park
2026-06-20,San Francisco Owls 2,Dallas Rockets,66,San Francisco Park
2026-06-18,New York Hawks 2,Minneapolis Guardians,64,New York Park
2026-06-19,New York Hawks 2,Minneapolis Guardians,65,New York Park
2026-06-20,New York Hawks 2,Minneapolis Guardians,66,New York Park
2026-06-18,Detroit Bears 2,Boston Falcons,64,Detroit Park
2026-06-19,Detroit Bears 2,Boston Falcons,65,Detroit Park
2026-06-20,Detroit Bears 2,Boston Falcons,66,Detroit Park
2026-06-18,Cleveland Sharks 2,Seattle Storm 2,64,Cleveland Park
2026-06-19,Cleveland Sharks 2,Seattle Storm 2,65,Cleveland Park
2026-06-20,Cleveland Sharks 2,Seattle Storm 2,66,Cleveland Park
2026-06-18,Tampa Pilots 2,Philadelphia Knights 2,64,Tampa Park
2026-06-19,Tampa Pilots 2,Philadelphia Knights 2,65,Tampa Park
2026-06-20,Tampa Pilots 2,Philadelphia Knights 2,66,Tampa Park
2026-06-18,San Diego Falcons 2,Atlanta Captains 2,64,San Diego Park
2026-06-19,San Diego Falcons 2,Atlanta Captains 2,65,San Diego Park
2026-06-20,San Diego Falcons 2,Atlanta Captains 2,66,San Diego Park
2026-06-22,Nashville Foxes,Charlotte Storm,67,Nashville Park
2026-06-23,Nashville Foxes,Charlotte Storm,68,Nashville Park
2026-06-24,Nashville Foxes,Charlotte Storm,69,Nashville Park
2026-06-22,Denver Comets,Pittsburgh Bears,67,Denver Park
2026-06-23,Denver Comets,Pittsburgh Bears,68,Denver Park
2026-06-24,Denver Comets,Pittsburgh Bears,69,Denver Park
2026-06-22,Houston Knights,Toronto Lions,67,Houston Park
2026-06-23,Houston Knights,Toronto Lions,68,Houston Park
2026-06-24,Houston Knights,Toronto Lions,69,Houston Park
2026-06-22,Indianapolis Anchors,Austin Stars,67,Indianapolis Park
2026-06-23,Indianapolis Anchors,Austin Stars,68,Indianapolis Park
2026-06-24,Indianapolis Anchors,Austin Stars,69,Indianapolis Park
2026-06-22,Milwaukee Giants,Baltimore Pilots,67,Milwaukee Park
2026-06-23,Milwaukee Giants,Baltimore Pilots,68,Milwaukee Park
2026-06-24,Milwaukee Giants,Baltimore Pilots,69,Milwaukee Park
2026-06-22,Chicago Dragons,Portland Captains,67,Chicago Park
2026-06-23,Chicago Dragons,Portland Captains,68,Chicago Park
2026-06-24,Chicago Dragons,Portland Captains,69,Chicago Park
2026-06-22,Los Angeles Sharks,St. Louis Owls,67,Los Angeles Park
2026-06-23,Los Angeles Sharks,St. Louis Owls,68,Los Angeles Park
2026-06-24,Los Angeles Sharks,St. Louis Owls,69,Los Angeles Park
2026-06-22,Miami Aces,Washington Aces 2,67,Miami Park
2026-06-23,Miami Aces,Washington Aces 2,68,Miami Park
2026-06-24,Miami Aces,Washington Aces 2,69,Miami Park
2026-06-22,Phoenix Hawks,San Francisco Owls 2,67,Phoenix Park
2026-06-23,Phoenix Hawks,San Francisco Owls 2,68,Phoenix Park
2026-06-24,Phoenix Hawks,San Francisco Owls 2,69,Phoenix Park
2026-06-22,Kansas City Wolves,New York Hawks 2,67,Kansas City Park
2026-06-23,Kansas City Wolves,New York Hawks 2,68,Kansas City Park
2026-06-24,Kansas City Wolves,New York Hawks 2,69,Kansas City Park
2026-06-22,Dallas Rockets,Detroit Bears 2,67,Dallas Park
2026-06-23,Dallas Rockets,Detroit Bears 2,68,Dallas Park
2026-06-24,Dallas Rockets,Detroit Bears 2,69,Dallas Park
2026-06-22,Minneapolis Guardians,Cleveland Sharks 2,67,Minneapolis Park
2026-06-23,Minneapolis Guardians,Cleveland Sharks 2,68,Minneapolis Park
2026-06-24,Minneapolis Guardians,Cleveland Sharks 2,69,Minneapolis Park
2026-06-22,Boston Falcons,Tampa Pilots 2,67,Boston Park
2026-06-23,Boston Falcons,Tampa Pilots 2,68,Boston Park
2026-06-24,Boston Falcons,Tampa Pilots 2,69,Boston Park
2026-06-22,Seattle Storm 2,San Diego Falcons 2,67,Seattle Park
2026-06-23,Seattle Storm 2,San Diego Falcons 2,68,Seattle Park
2026-06-24,Seattle Storm 2,San Diego Falcons 2,69,Seattle Park
2026-06-22,Philadelphia Knights 2,Atlanta Captains 2,67,Philadelphia Park
2026-06-23,Philadelphia Knights 2,Atlanta Captains 2,68,Philadelphia Park
2026-06-24,Philadelphia Knights 2,Atlanta Captains 2,69,Philadelphia Park
2026-06-26,Pittsburgh Bears,Nashville Foxes,70,Pittsburgh Park
2026-06-27,Pittsburgh Bears,Nashville Foxes,71,Pittsburgh Park
2026-06-28,Pittsburgh Bears,Nashville Foxes,72,Pittsburgh Park
2026-06-26,Toronto Lions,Charlotte Storm,70,Toronto Park
2026-06-27,Toronto Lions,Charlotte Storm,71,Toronto Park
2026-06-28,Toronto Lions,Charlotte Storm,72,Toronto Park
2026-06-26,Austin Stars,Denver Comets,70,Austin Park
2026-06-27,Austin Stars,Denver Comets,71,Austin Park
2026-06-28,Austin Stars,Denver Comets,72,Austin Park
2026-06-26,Baltimore Pilots,Houston Knights,70,Baltimore Park
2026-06-27,Baltimore Pilots,Houston Knights,71,Baltimore Park
2026-06-28,Baltimore Pilots,Houston Knights,72,Baltimore Park
2026-06-26,Portland Captains,Indianapolis Anchors,70,Portland Park
2026-06-27,Portland Captains,Indianapolis Anchors,71,Portland Park
2026-06-28,Portland Captains,Indianapolis Anchors,72,Portland Park
2026-06-26,St. Louis Owls,Milwaukee Giants,70,St. Louis Park
2026-06-27,St. Louis Owls,Milwaukee Giants,71,St. Louis Park
2026-06-28,St. Louis Owls,Milwaukee Giants,72,St. Louis Park
2026-06-26,Washington Aces 2,Chicago Dragons,70,Washington Park
2026-06-27,Washington Aces 2,Chicago Dragons,71,Washington Park
2026-06-28,Washington Aces 2,Chicago Dragons,72,Washington Park
2026-06-26,San Francisco Owls 2,Los Angeles Sharks,70,San Francisco Park
2026-06-27,San Francisco Owls 2,Los Angeles Sharks,71,San Francisco Park
2026-06-28,San Francisco Owls 2,Los Angeles Sharks,72,San Francisco Park
2026-06-26,New York Hawks 2,Miami Aces,70,New York Park
2026-06-27,New York Hawks 2,Miami Aces,71,New York Park
2026-06-28,New York Hawks 2,Miami Aces,72,New York Park
2026-06-26,Detroit Bears 2,Phoenix Hawks,70,Detroit Park
2026-06-27,Detroit Bears 2,Phoenix Hawks,71,Detroit Park
2026-06-28,Detroit Bears 2,Phoenix Hawks,72,Detroit Park
2026-06-26,Cleveland Sharks 2,Kansas City Wolves,70,Cleveland Park
2026-06-27,Cleveland Sharks 2,Kansas City Wolves,71,Cleveland Park
2026-06-28,Cleveland Sharks 2,Kansas City Wolves,72,Cleveland Park
2026-06-26,Tampa Pilots 2,Dallas Rockets,70,Tampa Park
2026-06-27,Tampa Pilots 2,Dallas Rockets,71,Tampa Park
2026-06-28,Tampa Pilots 2,Dallas Rockets,72,Tampa Park
2026-06-26,San Diego Falcons 2,Minneapolis Guardians,70,San Diego Park
2026-06-27,San Diego Falcons 2,Minneapolis Guardians,71,San Diego Park
2026-06-28,San Diego Falcons 2,Minneapolis Guardians,72,San Diego Park
2026-06-26,Atlanta Captains 2,Boston Falcons,70,Atlanta Park
2026-06-27,Atlanta Captains 2,Boston Falcons,71,Atlanta Park
2026-06-28,Atlanta Captains 2,Boston Falcons,72,Atlanta Park
2026-06-26,Philadelphia Knights 2,Seattle Storm 2,70,Philadelphia Park
2026-06-27,Philadelphia Knights 2,Seattle Storm 2,71,Philadelphia Park
2026-06-28,Philadelphia Knights 2,Seattle Storm 2,72,Philadelphia Park
2026-06-30,Nashville Foxes,Toronto Lions,73,Nashville Park
2026-07-01,Nashville Foxes,Toronto Lions,74,Nashville Park
2026-07-02,Nashville Foxes,Toronto Lions,75,Nashville Park
2026-06-30,Pittsburgh Bears,Austin Stars,73,Pittsburgh Park
2026-07-01,Pittsburgh Bears,Austin Stars,74,Pittsburgh Park
2026-07-02,Pittsburgh Bears,Austin Stars,75,Pittsburgh Park
2026-06-30,Charlotte Storm,Baltimore Pilots,73,Charlotte Park
2026-07-01,Charlotte Storm,Baltimore Pilots,74,Charlotte Park
2026-07-02,Charlotte Storm,Baltimore Pilots,75,Charlotte Park
2026-06-30,Denver Comets,Portland Captains,73,Denver Park
2026-07-01,Denver Comets,Portland Captains,74,Denver Park
2026-07-02,Denver Comets,Portland Captains,75,Denver Park
2026-06-30,Houston Knights,St. Louis Owls,73,Houston Park
2026-07-01,Houston Knights,St. Louis Owls,74,Houston Park
2026-07-02,Houston Knights,St. Louis Owls,75,Houston Park
2026-06-30,Indianapolis Anchors,Washington Aces 2,73,Indianapolis Park
2026-07-01,Indianapolis Anchors,Washington Aces 2,74,Indianapolis Park
2026-07-02,Indianapolis Anchors,Washington Aces 2,75,Indianapolis Park
2026-06-30,Milwaukee Giants,San Francisco Owls 2,73,Milwaukee Park
2026-07-01,Milwaukee Giants,San Francisco Owls 2,74,Milwaukee Park
2026-07-02,Milwaukee Giants,San Francisco Owls 2,75,Milwaukee Park
2026-06-30,Chicago Dragons,New York Hawks 2,73,Chicago Park
2026-07-01,Chicago Dragons,New York Hawks 2,74,Chicago Park
2026-07-02,Chicago Dragons,New York Hawks 2,75,Chicago Park
2026-06-30,Los Angeles Sharks,Detroit Bears 2,73,Los Angeles Park
2026-07-01,Los Angeles Sharks,Detroit Bears 2,74,Los Angeles Park
2026-07-02,Los Angeles Sharks,Detroit Bears 2,75,Los Angeles Park
2026-06-30,Miami Aces,Cleveland Sharks 2,73,Miami Park
2026-07-01,Miami Aces,Cleveland Sharks 2,74,Miami Park
2026-07-02,Miami Aces,Cleveland Sharks 2,75,Miami Park
2026-06-30,Phoenix Hawks,Tampa Pilots 2,73,Phoenix Park
2026-07-01,Phoenix Hawks,Tampa Pilots 2,74,Phoenix Park
2026-07-02,Phoenix Hawks,Tampa Pilots 2,75,Phoenix Park
2026-06-30,Kansas City Wolves,San Diego Falcons 2,73,Kansas City Park
2026-07-01,Kansas City Wolves,San Diego Falcons 2,74,Kansas City Park
2026-07-02,Kansas City Wolves,San Diego Falcons 2,75,Kansas City Park
2026-06-30,Dallas Rockets,Atlanta Captains 2,73,Dallas Park
2026-07-01,Dallas Rockets,Atlanta Captains 2,74,Dallas Park
2026-07-02,Dallas Rockets,Atlanta Captains 2,75,Dallas Park
2026-06-30,Minneapolis Guardians,Philadelphia Knights 2,73,Minneapolis Park
2026-07-01,Minneapolis Guardians,Philadelphia Knights 2,74,Minneapolis Park
2026-07-02,Minneapolis Guardians,Philadelphia Knights 2,75,Minneapolis Park
2026-06-30,Boston Falcons,Seattle Storm 2,73,Boston Park
2026-07-01,Boston Falcons,Seattle Storm 2,74,Boston Park
2026-07-02,Boston Falcons,Seattle Storm 2,75,Boston Park
2026-07-04,Austin Stars,Nashville Foxes,76,Austin Park
2026-07-05,Austin Stars,Nashville Foxes,77,Austin Park
2026-07-06,Austin Stars,Nashville Foxes,78,Austin Park
2026-07-04,Baltimore Pilots,Toronto Lions,76,Baltimore Park
2026-07-05,Baltimore Pilots,Toronto Lions,77,Baltimore Park
2026-07-06,Baltimore Pilots,Toronto Lions,78,Baltimore Park
2026-07-04,Portland Captains,Pittsburgh Bears,76,Portland Park
2026-07-05,Portland Captains,Pittsburgh Bears,77,Portland Park
2026-07-06,Portland Captains,Pittsburgh Bears,78,Portland Park
2026-07-04,St. Louis Owls,Charlotte Storm,76,St. Louis Park
2026-07-05,St. Louis Owls,Charlotte Storm,77,St. Louis Park
2026-07-06,St. Louis Owls,Charlotte Storm,78,St. Louis Park
2026-07-04,Washington Aces 2,Denver Comets,76,Washington Park
2026-07-05,Washington Aces 2,Denver Comets,77,Washington Park
2026-07-06,Washington Aces 2,Denver Comets,78,Washington Park
2026-07-04,San Francisco Owls 2,Houston Knights,76,San Francisco Park
2026-07-05,San Francisco Owls 2,Houston Knights,77,San Francisco Park
2026-07-06,San Francisco Owls 2,Houston Knights,78,San Francisco Park
2026-07-04,New York Hawks 2,Indianapolis Anchors,76,New York Park
2026-07-05,New York Hawks 2,Indianapolis Anchors,77,New York Park
2026-07-06,New York Hawks 2,Indianapolis Anchors,78,New York Park
2026-07-04,Detroit Bears 2,Milwaukee Giants,76,Detroit Park
2026-07-05,Detroit Bears 2,Milwaukee Giants,77,Detroit Park
2026-07-06,Detroit Bears 2,Milwaukee Giants,78,Detroit Park
2026-07-04,Cleveland Sharks 2,Chicago Dragons,76,Cleveland Park
2026-07-05,Cleveland Sharks 2,Chicago Dragons,77,Cleveland Park
2026-07-06,Cleveland Sharks 2,Chicago Dragons,78,Cleveland Park
2026-07-04,Tampa Pilots 2,Los Angeles Sharks,76,Tampa Park
2026-07-05,Tampa Pilots 2,Los Angeles Sharks,77,Tampa Park
2026-07-06,Tampa Pilots 2,Los Angeles Sharks,78,Tampa Park
2026-07-04,San Diego Falcons 2,Miami Aces,76,San Diego Park
2026-07-05,San Diego Falcons 2,Miami Aces,77,San Diego Park
2026-07-06,San Diego Falcons 2,Miami Aces,78,San Diego Park
2026-07-04,Atlanta Captains 2,Phoenix Hawks,76,Atlanta Park
2026-07-05,Atlanta Captains 2,Phoenix Hawks,77,Atlanta Park
2026-07-06,Atlanta Captains 2,Phoenix Hawks,78,Atlanta Park
2026-07-04,Philadelphia Knights 2,Kansas City Wolves,76,Philadelphia Park
2026-07-05,Philadelphia Knights 2,Kansas City Wolves,77,Philadelphia Park
2026-07-06,Philadelphia Knights 2,Kansas City Wolves,78,Philadelphia Park
2026-07-04,Seattle Storm 2,Dallas Rockets,76,Seattle Park
2026-07-05,Seattle Storm 2,Dallas Rockets,77,Seattle Park
2026-07-06,Seattle Storm 2,Dallas Rockets,78,Seattle Park
2026-07-04,Boston Falcons,Minneapolis Guardians,76,Boston Park
2026-07-05,Boston Falcons,Minneapolis Guardians,77,Boston Park
2026-07-06,Boston Falcons,Minneapolis Guardians,78,Boston Park
2026-07-08,Nashville Foxes,Baltimore Pilots,79,Nashville Park
2026-07-09,Nashville Foxes,Baltimore Pilots,80,Nashville Park
2026-07-10,Nashville Foxes,Baltimore Pilots,81,Nashville Park
2026-07-08,Austin Stars,Portland Captains,79,Austin Park
2026-07-09,Austin Stars,Portland Captains,80,Austin Park
2026-07-10,Austin Stars,Portland Captains,81,Austin Park
2026-07-08,Toronto Lions,St. Louis Owls,79,Toronto Park
2026-07-09,Toronto Lions,St. Louis Owls,80,Toronto Park
2026-07-10,Toronto Lions,St. Louis Owls,81,Toronto Park
2026-07-08,Pittsburgh Bears,Washington Aces 2,79,Pittsburgh Park
2026-07-09,Pittsburgh Bears,Washington Aces 2,80,Pittsburgh Park
